Gender,Experience,DevType,TeamSize,Roles,ConflictFreq,Q50_4,Q50_5,Q50_6,Q50_7,Q50_8,Q50_9,Q50_10,Q50_11,Q50_16,Q22,Q1,Q40_1,Q40_2,Q40_3,Q48_1,Q48_2,Q48_3,Q26,Q34,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q36_10,Q36_11,Q27,Q49,Q21,Q41,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q20,Q50_1,Q50_2,Q50_3,Q50_4,Q50_5,Q50_6
Male,6-10 years,Closed-Source Projects,11-50 developers,"[Software Engineer/Developer, Project Maintainer, System Architect]",A few times a week,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,[],,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,6-10 years,Closed-Source Projects,51+ developers,"[Software Engineer/Developer, Project Maintainer, Project Manager, System Architect, DevOps]",A few times a week,A little,A little,A little,A little,Not at all,A moderate amount,A little,A moderate amount,A little,[Resolution time],Yes,Somewhat Difficult,Mostly Trivial,Trivial,,,,No,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,[],,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,11-15 years,Closed-Source Projects,2-5 developers,"[Software Engineer/Developer, Project Maintainer]",A few times a month,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6-10 years,Open-Source Projects,1 developer,"[Software Engineer/Developer, DevOps]",A few times a month,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,6-10 years,Closed-Source Projects,11-50 developers,"[Systems Engineer, Systems Administrator, DevOps]",A few times a month,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,[],,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,16-20 years,Closed-Source Projects,6-10 developers,"[Software Engineer/Developer, Systems Administrator, System Architect, DevOps]",Every day,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,[],,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,6-10 years,I split my time evenly,2-5 developers,[Software Engineer/Developer],A few times a week,A little,A little,A little,A little,A little,A little,A little,A little,A lot,[Lines of code],Sometimes,,,,Trivial,Mostly Trivial,Somewhat Difficult,Maybe,"[Deadlines, Project size/scale, Project structure issues, Project rules, Other]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,[],,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,16-20 years,I split my time evenly,6-10 developers,"[Software Engineer/Developer, Project Maintainer, System Architect, DevOps]",A few times a week,A great deal,A lot,A lot,A little,A little,A little,A moderate amount,A lot,A moderate amount,[Lines of code],Sometimes,,,,Trivial,Mostly Trivial,Difficult,Yes,"[Team awareness issues, Project size/scale]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,21-25 years,Closed-Source Projects,11-50 developers,"[Software Engineer/Developer, Systems Administrator, System Architect, DevOps]",A few times a month,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,6-10 years,Closed-Source Projects,6-10 developers,[Software Engineer/Developer],A few times a month,A moderate amount,A lot,A lot,A moderate amount,A moderate amount,Not at all,A lot,Not at all,A moderate amount,[Number of files],Yes,Mostly Trivial,Somewhat Difficult,Difficult,,,,No,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,[],,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,16-20 years,Closed-Source Projects,2-5 developers,"[Software Engineer/Developer, Project Maintainer, System Architect, DevOps]",A few times a week,A great deal,A lot,A lot,A lot,A lot,A moderate amount,A lot,A lot,A great deal,[Resolution time],Yes,Mostly Trivial,Somewhat Difficult,Difficult,,,,Maybe,"[Team awareness issues, Project size/scale, Project structure issues]",A great deal,A lot,A great deal,A great deal,A great deal,A moderate amount,A moderate amount,A lot,A lot,A great deal,Yes,"I wouldn't say “unable” so much as “unwilling”. Fixes can generally be back ported with enough effort, regardless of dependencies (e.g. you can usually inline the dependencies with the necessary fixes). However, the reality of diminishing returns can often make it better to forgo a particular fix if it's too difficult.",,Rarely,Very effective,Very effective,Moderately effective,Slightly effective,Moderately effective,Moderately effective,,A lot,Very Useful,Very Useful,Very Useful,Moderately Useful,Very Useful,Slightly Useful
,,,,[],,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,1-5 years,Closed-Source Projects,2-5 developers,"[Software Engineer/Developer, Project Maintainer]",A few times a week,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,6-10 years,Closed-Source Projects,2-5 developers,"[Software Engineer/Developer, Project Manager]",A few times a week,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,1-5 years,I split my time evenly,11-50 developers,"[Software Engineer/Developer, Systems Engineer, System Architect, DevOps]",A few times a week,A little,A moderate amount,A lot,A little,,A little,A moderate amount,A lot,A lot,[Other],Sometimes,,,,,,,Yes,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,6-10 years,I split my time evenly,2-5 developers,"[Software Engineer/Developer, Project Maintainer]",Once a week,A lot,A lot,A lot,A lot,A lot,A moderate amount,A lot,A lot,A lot,[Resolution time],Yes,Trivial,Somewhat Difficult,Difficult,,,,No,[],A lot,A lot,A moderate amount,A lot,A lot,A lot,A little,A moderate amount,A moderate amount,A lot,No,,,,,,,,,,,,,,,,,
